path_id	cid	compound_name	reactome_id1	pathway_name1	reactome_id2	pathway_name2	uniprot_id	gene_name
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_2519	caffeine	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_2519	caffeine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_2519	caffeine	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-162582_R-HSA-9006925_R-HSA-1257604_R-HSA-199418_R-HSA-6811558_O00329	CID_2519	caffeine	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-1257604	PIP3 activates AKT signaling	O00329	PIK3CD
R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483255_R-HSA-1660499_O00329	CID_2519	caffeine	R-HSA-1660499	Synthesis of PIPs at the plasma membrane	R-HSA-1483257	Phospholipid metabolism	O00329	PIK3CD
R-HSA-162582_R-HSA-9006335_R-HSA-9027276_O00329	CID_2519	caffeine	R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	O00329	PIK3CD
R-HSA-162582_R-HSA-9006934_R-HSA-2404192_R-HSA-2428924_R-HSA-2428928_R-HSA-112399_R-HSA-109704_P42338	CID_2519	caffeine	R-HSA-109704	PI3K Cascade	R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	P42338	PIK3CB
R-HSA-162582_R-HSA-9006934_R-HSA-74752_R-HSA-74751_R-HSA-112399_R-HSA-109704_P42338	CID_2519	caffeine	R-HSA-109704	PI3K Cascade	R-HSA-74752	Signaling by Insulin receptor	P42338	PIK3CB
R-HSA-162582_R-HSA-9006934_R-HSA-166520_R-HSA-187037_R-HSA-198203_P42338	CID_2519	caffeine	R-HSA-198203	PI3K/AKT activation	R-HSA-166520	Signaling by NTRKs	P42338	PIK3CB
R-HSA-162582_R-HSA-9006925_R-HSA-1257604_R-HSA-199418_R-HSA-6811558_P42338	CID_2519	caffeine	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-1257604	PIP3 activates AKT signaling	P42338	PIK3CB
R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483255_R-HSA-1660499_P42338	CID_2519	caffeine	R-HSA-1660499	Synthesis of PIPs at the plasma membrane	R-HSA-1483257	Phospholipid metabolism	P42338	PIK3CB
R-HSA-162582_R-HSA-9006934_R-HSA-186797_R-HSA-186763_P42338	CID_2519	caffeine	R-HSA-186763	Downstream signal transduction	R-HSA-186797	Signaling by PDGF	P42338	PIK3CB
R-HSA-162582_R-HSA-9006335_R-HSA-9027276_P42338	CID_2519	caffeine	R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	P42338	PIK3CB
R-HSA-162582_R-HSA-9006934_R-HSA-2404192_R-HSA-2428924_R-HSA-2428928_R-HSA-112399_R-HSA-109704_P42336	CID_2519	caffeine	R-HSA-109704	PI3K Cascade	R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	P42336	PIK3CA
R-HSA-162582_R-HSA-9006934_R-HSA-74752_R-HSA-74751_R-HSA-112399_R-HSA-109704_P42336	CID_2519	caffeine	R-HSA-109704	PI3K Cascade	R-HSA-74752	Signaling by Insulin receptor	P42336	PIK3CA
R-HSA-162582_R-HSA-9006934_R-HSA-190236_R-HSA-5654743_R-HSA-5654716_R-HSA-5654720_P42336	CID_2519	caffeine	R-HSA-5654720	PI-3K cascade:FGFR4	R-HSA-190236	Signaling by FGFR	P42336	PIK3CA
R-HSA-162582_R-HSA-9006934_R-HSA-190236_R-HSA-5654741_R-HSA-5654708_R-HSA-5654710_P42336	CID_2519	caffeine	R-HSA-5654710	PI-3K cascade:FGFR3	R-HSA-190236	Signaling by FGFR	P42336	PIK3CA
R-HSA-162582_R-HSA-9006934_R-HSA-190236_R-HSA-5654736_R-HSA-5654687_R-HSA-5654689_P42336	CID_2519	caffeine	R-HSA-5654689	PI-3K cascade:FGFR1	R-HSA-190236	Signaling by FGFR	P42336	PIK3CA
R-HSA-162582_R-HSA-9006934_R-HSA-166520_R-HSA-187037_R-HSA-198203_P42336	CID_2519	caffeine	R-HSA-198203	PI3K/AKT activation	R-HSA-166520	Signaling by NTRKs	P42336	PIK3CA
R-HSA-162582_R-HSA-9006934_R-HSA-166520_R-HSA-9034015_R-HSA-9603381_P42336	CID_2519	caffeine	R-HSA-9603381	Activated NTRK3 signals through PI3K	R-HSA-166520	Signaling by NTRKs	P42336	PIK3CA
R-HSA-162582_R-HSA-9006925_R-HSA-1257604_R-HSA-199418_R-HSA-6811558_P42336	CID_2519	caffeine	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-1257604	PIP3 activates AKT signaling	P42336	PIK3CA
R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483255_R-HSA-1660499_P42336	CID_2519	caffeine	R-HSA-1660499	Synthesis of PIPs at the plasma membrane	R-HSA-1483257	Phospholipid metabolism	P42336	PIK3CA
R-HSA-162582_R-HSA-9006934_R-HSA-6806834_R-HSA-8851907_P42336	CID_2519	caffeine	R-HSA-8851907	MET activates PI3K/AKT signaling	R-HSA-6806834	Signaling by MET	P42336	PIK3CA
R-HSA-162582_R-HSA-9006934_R-HSA-186797_R-HSA-186763_P42336	CID_2519	caffeine	R-HSA-186763	Downstream signal transduction	R-HSA-186797	Signaling by PDGF	P42336	PIK3CA
R-HSA-162582_R-HSA-9006934_R-HSA-177929_R-HSA-180292_P42336	CID_2519	caffeine	R-HSA-180292	GAB1 signalosome	R-HSA-177929	Signaling by EGFR	P42336	PIK3CA
R-HSA-162582_R-HSA-9006934_R-HSA-1236394_R-HSA-1250342_P42336	CID_2519	caffeine	R-HSA-1250342	PI3K events in ERBB4 signaling	R-HSA-1236394	Signaling by ERBB4	P42336	PIK3CA
R-HSA-162582_R-HSA-9006335_R-HSA-9027276_P42336	CID_2519	caffeine	R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	P42336	PIK3CA
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_2520	verapamil	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_2520	verapamil	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P05177	CID_2520	verapamil	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_2520	verapamil	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_2520	verapamil	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_2520	verapamil	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_2520	verapamil	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_2520	verapamil	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P20813	CID_2520	verapamil	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P20813	CYP2B6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211981_R-HSA-211999_P10632	CID_2540	candesartan cilexetil	R-HSA-211999	CYP2E1 reactions	R-HSA-211945	Phase I - Functionalization of compounds	P10632	CYP2C8
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_2724385	digoxin	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_2724385	digoxin	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_2724385	digoxin	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-159418_O95342	CID_2724385	digoxin	R-HSA-159418	Recycling of bile acids and salts	R-HSA-8957322	Metabolism of steroids	O95342	ABCB11
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_P05108	CID_2724385	digoxin	R-HSA-211976	Endogenous sterols	R-HSA-211945	Phase I - Functionalization of compounds	P05108	CYP11A1
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-196071_R-HSA-196108_P05108	CID_2724385	digoxin	R-HSA-196108	Pregnenolone biosynthesis	R-HSA-8957322	Metabolism of steroids	P05108	CYP11A1
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-159418_Q9NPD5	CID_2724385	digoxin	R-HSA-159418	Recycling of bile acids and salts	R-HSA-8957322	Metabolism of steroids	Q9NPD5	SLCO1B3
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390696_P35348	CID_2726	chlorpromazine	R-HSA-390696	Adrenoceptors	R-HSA-500792	GPCR ligand binding	P35348	ADRA1A
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-416482_P35348	CID_2726	chlorpromazine	R-HSA-416482	G alpha (12/13) signalling events	R-HSA-388396	GPCR downstream signalling	P35348	ADRA1A
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-418594_R-HSA-111885_R-HSA-180024_P0DP23	CID_2726	chlorpromazine	R-HSA-180024	DARPP-32 events	R-HSA-388396	GPCR downstream signalling	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627123_P0DP23	CID_2726	chlorpromazine	R-HSA-5627123	RHO GTPases activate PAKs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P0DP23	CID_2726	chlorpromazine	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878171_R-HSA-8939256_P03372	CID_2733526	tamoxifen	R-HSA-8939256	RUNX1 regulates transcription of genes involved in WNT signaling	R-HSA-212436	Generic Transcription Pathway	P03372	ESR1
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P05177	CID_2769	cisapride	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_2769	cisapride	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_2769	cisapride	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_2769	cisapride	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390666_P28223	CID_2769	cisapride	R-HSA-390666	Serotonin receptors	R-HSA-500792	GPCR ligand binding	P28223	HTR2A
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P20813	CID_2769	cisapride	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P20813	CYP2B6
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_2800	clomiphene	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_2800	clomiphene	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_2800	clomiphene	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-196071_R-HSA-196108_P05108	CID_2800	clomiphene	R-HSA-196108	Pregnenolone biosynthesis	R-HSA-8957322	Metabolism of steroids	P05108	CYP11A1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_2801	clomipramine hydrochloride	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_2801	clomipramine hydrochloride	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_2801	clomipramine hydrochloride	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_2801	clomipramine hydrochloride	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390666_P28223	CID_2801	clomipramine hydrochloride	R-HSA-390666	Serotonin receptors	R-HSA-500792	GPCR ligand binding	P28223	HTR2A
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390666_P50406	CID_2801	clomipramine hydrochloride	R-HSA-390666	Serotonin receptors	R-HSA-500792	GPCR ligand binding	P50406	HTR6
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_2812	clotrimazole	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_2812	clotrimazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P05177	CID_2812	clotrimazole	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_2812	clotrimazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211981_R-HSA-211999_P10635	CID_2812	clotrimazole	R-HSA-211999	CYP2E1 reactions	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_2812	clotrimazole	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_2812	clotrimazole	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_2812	clotrimazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_2812	clotrimazole	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-196071_R-HSA-196108_P05108	CID_2812	clotrimazole	R-HSA-196108	Pregnenolone biosynthesis	R-HSA-8957322	Metabolism of steroids	P05108	CYP11A1
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_P05108	CID_2812	clotrimazole	R-HSA-211976	Endogenous sterols	R-HSA-211945	Phase I - Functionalization of compounds	P05108	CYP11A1
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211981_R-HSA-211999_P20813	CID_2812	clotrimazole	R-HSA-211999	CYP2E1 reactions	R-HSA-211945	Phase I - Functionalization of compounds	P20813	CYP2B6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P20813	CID_2812	clotrimazole	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P20813	CYP2B6
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-1655829_R-HSA-2426168_Q16850	CID_2812	clotrimazole	R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	R-HSA-8957322	Metabolism of steroids	Q16850	CYP51A1
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_Q16850	CID_2812	clotrimazole	R-HSA-211976	Endogenous sterols	R-HSA-211945	Phase I - Functionalization of compounds	Q16850	CYP51A1
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-191273_Q16850	CID_2812	clotrimazole	R-HSA-191273	Cholesterol biosynthesis	R-HSA-8957322	Metabolism of steroids	Q16850	CYP51A1
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_P11511	CID_2812	clotrimazole	R-HSA-211976	Endogenous sterols	R-HSA-211945	Phase I - Functionalization of compounds	P11511	CYP19A1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_2818	clozapine	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390696_P35348	CID_2818	clozapine	R-HSA-390696	Adrenoceptors	R-HSA-500792	GPCR ligand binding	P35348	ADRA1A
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-416482_P35348	CID_2818	clozapine	R-HSA-416482	G alpha (12/13) signalling events	R-HSA-388396	GPCR downstream signalling	P35348	ADRA1A
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-418594_R-HSA-111885_R-HSA-180024_P0DP23	CID_3025	dibucaine	R-HSA-180024	DARPP-32 events	R-HSA-388396	GPCR downstream signalling	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627123_P0DP23	CID_3025	dibucaine	R-HSA-5627123	RHO GTPases activate PAKs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P0DP23	CID_3025	dibucaine	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_30323	daunorubicin	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_30323	daunorubicin	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_30323	daunorubicin	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_30323	daunorubicin	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_3036780	asenapine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390696_P35348	CID_3036780	asenapine	R-HSA-390696	Adrenoceptors	R-HSA-500792	GPCR ligand binding	P35348	ADRA1A
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-416482_P35348	CID_3036780	asenapine	R-HSA-416482	G alpha (12/13) signalling events	R-HSA-388396	GPCR downstream signalling	P35348	ADRA1A
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_3036780	asenapine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_3062316	dasatinib	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_3062316	dasatinib	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_3062316	dasatinib	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_3062316	dasatinib	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-162582_R-HSA-9006934_R-HSA-166520_R-HSA-187037_R-HSA-187687_R-HSA-167044_R-HSA-171007_Q16539	CID_3062316	dasatinib	R-HSA-171007	p38MAPK events	R-HSA-166520	Signaling by NTRKs	Q16539	MAPK14
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5668599_Q16539	CID_3062316	dasatinib	R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	R-HSA-195258	RHO GTPase Effectors	Q16539	MAPK14
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5663213_P00519	CID_3062316	dasatinib	R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	R-HSA-195258	RHO GTPase Effectors	P00519	ABL1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627117_P53671	CID_3062316	dasatinib	R-HSA-5627117	RHO GTPases Activate ROCKs	R-HSA-195258	RHO GTPase Effectors	P53671	LIMK2
R-HSA-162582_R-HSA-9006934_R-HSA-186797_R-HSA-186763_P51692	CID_3062316	dasatinib	R-HSA-186763	Downstream signal transduction	R-HSA-186797	Signaling by PDGF	P51692	STAT5B
R-HSA-162582_R-HSA-9006335_R-HSA-9027283_P51692	CID_3062316	dasatinib	R-HSA-9027283	Erythropoietin activates STAT5	R-HSA-9027283	Erythropoietin activates STAT5	P51692	STAT5B
R-HSA-162582_R-HSA-2586552_P51692	CID_3062316	dasatinib	R-HSA-2586552	Signaling by Leptin	R-HSA-2586552	Signaling by Leptin	P51692	STAT5B
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P04150	CID_31378	fludrocortisone	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8939902_P04150	CID_31378	fludrocortisone	R-HSA-8939902	Regulation of RUNX2 expression and activity	R-HSA-212436	Generic Transcription Pathway	P04150	NR3C1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_3151	domperidone	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_3151	domperidone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P05177	CID_3151	domperidone	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_3151	domperidone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
